Resolution,Server Name,Task Name,Total Applied Changes,Avg Apply Throughput (rec/sec),latency,Total Change Volume
06-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"1,598",0,1,15.10 MB
06-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"165,523,423","2,244","2,290",200.40 GB
06-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"203,979",0,0,905.84 MB
06-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,12,0.00 Bytes
06-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"294,856,832","3,576",593,149.53 GB
06-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"83,597,184","1,009",641,158.87 GB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,320,884",38,318,16.75 GB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"393,798",1,382,645.81 MB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"173,941,431","1,846",0,350.21 GB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"84,033,137",893,4,95.89 GB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"1,821",0,1,15.33 MB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"151,505,822","1,866","1,961",184.16 GB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"143,413,923","1,584",1,589.07 GB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,1,0,17,25.60 KB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"283,688,859","3,239",435,143.85 GB
07-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"72,915,487",877,575,138.70 GB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,050,146",67,392,15.43 GB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"354,079",1,445,580.57 MB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"137,659,362","1,570",0,269.94 GB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"60,721,737",773,12,69.71 GB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,648,0,1,14.10 MB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"145,239,946","1,473","1,807",177.00 GB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"196,141",0,0,862.60 MB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,85,0.00 Bytes
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"278,726,001","3,158",458,141.37 GB
08-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"69,494,094",732,546,132.27 GB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"5,114,816",34,242,13.25 GB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"301,380",0,318,494.13 MB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"129,694,739","1,418",0,253.34 GB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"66,790,677",567,7,76.72 GB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,648,0,2,14.10 MB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"144,385,857","1,591","1,663",175.29 GB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"113,015,675","1,271",1,463.03 GB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,95,0.00 Bytes
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"260,961,481","3,251",377,132.40 GB
09-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"67,879,767",877,523,129.19 GB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"5,588,285",43,281,15.39 GB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"435,842",2,341,715.54 MB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"198,457,171","2,280",0,398.29 GB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"100,156,194",921,5,114.29 GB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"1,588",0,1,15.09 MB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"155,309,514","2,344","1,736",187.82 GB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"176,835",0,0,784.44 MB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,23,0.00 Bytes
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"262,262,347","2,979",314,132.94 GB
10-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"68,764,645",796,530,130.68 GB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"4,643,691",44,814,12.77 GB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"370,517",1,118,607.27 MB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"140,389,615","1,592",1,286.87 GB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"91,151,535","1,140",14,103.97 GB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,716,0,0,766.98 KB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"191,137,076","1,720","2,917",188.50 GB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"124,927,654","1,435",1,517.48 GB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,22,0.00 Bytes
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"19,113,956,484","3,302","1,400",149.09 GB
11-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"74,771,293",803,"1,154",142.22 GB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,182,299",47,303,16.20 GB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"382,729",1,362,627.41 MB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"133,522,103","1,442",1,270.77 GB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"93,691,930","1,007",11,106.95 GB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"1,587",0,1,15.09 MB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"145,892,325","1,810","1,770",177.78 GB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"209,946",0,0,917.57 MB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,23,0.00 Bytes
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"280,877,813","3,285",383,142.44 GB
12-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"68,443,930",844,529,130.31 GB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,413,662",107,401,16.85 GB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"416,340",1,466,682.41 MB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"128,900,408","1,419",0,262.61 GB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"107,895,391","1,191",12,123.25 GB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"1,814",0,1,15.32 MB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"152,135,156","1,470","1,844",184.64 GB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"118,884,829","1,309",1,492.39 GB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,45,0.00 Bytes
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"271,624,240","3,067",383,137.75 GB
13-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"70,507,619",864,574,134.06 GB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,744,308",47,313,17.78 GB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"421,477",1,379,690.82 MB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"126,467,684","1,455",0,258.12 GB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"92,917,776",884,8,106.15 GB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"1,372",0,1,14.86 MB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"159,901,463","1,710","1,928",193.64 GB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"189,654",0,0,826.32 MB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,44,0.00 Bytes
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"269,738,242","3,253",387,136.78 GB
14-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"74,474,218",906,573,141.52 GB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,486,251",75,291,16.65 GB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"417,462",1,334,686.37 MB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"90,410,249","1,115",0,180.85 GB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"70,620,159",907,11,81.07 GB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,648,0,1,14.10 MB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"153,730,208","1,940","2,020",186.87 GB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"106,520,488","1,206",0,447.50 GB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,45,0.00 Bytes
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"275,547,803","3,148",450,139.76 GB
15-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"75,469,588","1,010",595,143.44 GB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"5,723,833",43,229,14.71 GB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"341,662",0,313,560.15 MB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"63,745,475",704,0,128.31 GB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"71,381,381",628,14,81.99 GB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,648,0,2,14.10 MB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"140,680,768","1,330","1,619",171.18 GB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"187,483",0,0,835.29 MB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,94,0.00 Bytes
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"264,359,503","3,147",386,134.13 GB
16-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"75,428,146",865,514,143.07 GB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"5,823,583",50,339,15.89 GB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"438,262",2,409,718.44 MB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"142,965,695","1,563",0,290.40 GB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"120,015,079","1,330",22,137.06 GB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"2,026",0,2,15.54 MB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"150,718,104","1,634","1,744",182.52 GB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"131,352,035","1,403",1,544.67 GB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,12,0.00 Bytes
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"254,203,472","3,038",598,128.87 GB
17-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"141,892,206","1,642","1,081",263.23 GB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,749,800",50,282,17.52 GB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"410,751",1,354,674.26 MB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"135,375,005","1,491",0,275.16 GB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"105,504,513","1,248",20,120.48 GB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"1,810",0,2,15.42 MB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"157,923,917","1,821","1,974",191.56 GB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"156,345",0,0,697.20 MB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,17,0.00 Bytes
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"279,811,595","3,142",441,141.88 GB
18-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"78,563,930",970,623,149.30 GB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,657,830",72,342,17.42 GB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"425,889",2,407,699.18 MB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"130,662,834","1,435",0,265.78 GB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"100,607,277","1,285",18,114.93 GB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"3,369",0,1,16.95 MB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"147,206,527","1,754","1,744",179.36 GB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"119,548,461","1,327",1,495.42 GB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,24,0.00 Bytes
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"276,297,939","3,001",362,140.10 GB
19-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"69,248,145",739,617,131.79 GB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"7,034,624",71,334,18.53 GB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"474,088",2,393,782.99 MB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"143,402,836","1,629",0,290.62 GB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"106,537,717","1,194",17,121.69 GB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"2,247",0,3,15.78 MB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"160,543,544","1,551","1,767",194.48 GB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"163,359",0,0,725.51 MB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,9,0,23,225.28 KB
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"278,870,318","3,253",501,141.39 GB
