Resolution,Server Name,Task Name,Total Applied Changes,Avg Apply Throughput (rec/sec),latency,Total Change Volume
20-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"67,807,329",908,597,129.08 GB
21-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"7,349,570",56,269,19.23 GB
21-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"454,356",2,356,746.22 MB
21-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"138,285,623","1,585",1,282.38 GB
21-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"123,191,939","1,344",20,140.83 GB
21-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"2,472",0,1,16.01 MB
21-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"175,140,258","2,237","2,362",211.72 GB
21-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"134,960,299","1,574",1,562.07 GB
21-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,24,0.00 Bytes
21-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"283,651,723","3,288",465,143.83 GB
21-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"106,985,306","1,292",771,201.18 GB
22-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,981,576",42,331,18.02 GB
22-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"471,773",2,421,779.56 MB
22-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"107,328,825","1,344",1,211.90 GB
22-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"89,437,833",895,29,102.63 GB
22-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,648,0,1,14.10 MB
22-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"159,988,494","2,002",901,194.23 GB
22-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"175,144",0,0,780.18 MB
22-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,65,0.00 Bytes
22-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"274,598,740","3,167",391,139.29 GB
22-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"83,085,372","1,087",624,157.87 GB
23-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,273,809",77,288,15.96 GB
23-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"366,353",1,359,631.27 MB
23-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"64,055,031",711,0,129.20 GB
23-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"69,795,024",742,21,80.14 GB
23-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,648,0,1,14.10 MB
23-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"132,927,118","1,491",684,162.52 GB
23-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"78,378,854",887,0,330.84 GB
23-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,86,0.00 Bytes
23-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"250,287,080","3,077",313,126.98 GB
23-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"67,198,724",738,501,127.89 GB
24-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,662,486",156,340,18.44 GB
24-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"549,139",4,372,901.50 MB
24-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"175,272,079","1,973",0,348.76 GB
24-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"109,017,543","1,293",19,124.48 GB
24-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"1,594",0,1,15.09 MB
24-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"136,641,547","1,398",555,169.71 GB
24-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"152,302",0,0,676.48 MB
24-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,35,0.00 Bytes
24-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"243,983,549","2,785",267,123.69 GB
24-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"56,327,739",650,482,107.26 GB
25-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"14,416,846",117,421,39.38 GB
25-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"1,638,701",6,498,2.64 GB
25-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"192,644,519","2,056",0,377.48 GB
25-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"137,877,622","1,452",21,157.67 GB
25-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"1,853",0,1,15.36 MB
25-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"168,692,987","1,947",832,206.41 GB
25-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"169,960,398","2,014",1,688.63 GB
25-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,40,0.00 Bytes
25-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"286,068,404","3,412",400,145.01 GB
25-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"67,732,935",766,540,128.89 GB
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"17,249,885",194,319,43.23 GB
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"509,401",7,441,833.17 MB
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"222,615,561","2,530",1,429.12 GB
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"122,646,779","1,410",24,140.18 GB
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"2,052",0,1,15.68 MB
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"172,734,213","2,126",986,211.82 GB
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"194,440",0,0,859.27 MB
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,28,0.00 Bytes
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"306,805,546","3,713",563,155.63 GB
26-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"87,777,864",993,560,166.79 GB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,898,419",76,320,17.90 GB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"550,879",6,386,902.93 MB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"250,696,567","2,934",1,479.13 GB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"119,774,283","1,323",25,136.75 GB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"1,815",0,0,15.41 MB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"157,039,767","1,889",783,190.62 GB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"209,799,729","2,290",1,833.93 GB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,1,0,5,24.58 KB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"293,007,242","3,218",517,148.56 GB
27-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"72,580,225",787,570,138.12 GB
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"9,234,763",84,252,25.06 GB
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"783,320",9,369,1.26 GB
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"314,859,231","3,680",1,594.30 GB
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"139,514,319","1,777",30,159.29 GB
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"2,032",0,1,15.58 MB
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"178,939,087","1,845",791,216.51 GB
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"194,022",0,0,852.93 MB
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,5,0.00 Bytes
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"322,548,266","4,008",462,163.50 GB
28-Feb-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"72,382,446",690,543,137.80 GB
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"9,500,064",98,369,21.36 GB
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"269,204",0,612,948.12 MB
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"61,469,136",673,0,126.35 GB
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"108,576,860","1,075",36,124.74 GB
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,650,0,20,14.15 MB
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"190,843,626","1,872","1,597",231.99 GB
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"92,901,332","1,047",1,397.78 GB
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,44,0.00 Bytes
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"354,322,258","4,179",851,179.75 GB
01-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"90,387,546","1,168",539,172.03 GB
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"3,486,727",26,323,8.01 GB
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"164,089",0,416,269.61 MB
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"62,907,398",750,0,126.53 GB
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"91,575,710",980,38,105.16 GB
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,649,0,1,14.13 MB
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"167,396,312","2,059","1,106",204.11 GB
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"222,765",1,0,998.66 MB
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,85,0.00 Bytes
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"307,089,211","3,577",541,155.86 GB
02-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"90,917,558","1,030",600,172.80 GB
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"3,763,236",34,291,10.69 GB
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"278,575",1,353,457.97 MB
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"134,736,893","1,529",0,277.37 GB
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"111,985,331","1,171",28,127.91 GB
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"2,049",0,2,15.59 MB
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"153,074,716","1,460",762,185.28 GB
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"123,835,500","1,420",0,518.25 GB
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,24,0.00 Bytes
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"282,894,543","3,484",374,143.40 GB
03-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"68,896,488",781,586,131.04 GB
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"5,314,378",36,332,13.95 GB
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"300,401",1,390,492.99 MB
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"132,005,248","1,557",0,270.43 GB
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"116,811,858","1,233",25,133.53 GB
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"2,029",0,1,16.06 MB
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"156,271,535","1,589",895,189.99 GB
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"206,124",0,0,915.38 MB
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,21,0.00 Bytes
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"306,294,161","3,730",603,155.34 GB
04-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"75,693,542",928,635,144.08 GB
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"5,692,068",61,316,15.10 GB
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"365,405",1,378,601.22 MB
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"127,113,073","1,480",0,259.24 GB
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"129,989,794","1,277",33,148.61 GB
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"1,838",0,0,15.37 MB
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"165,909,398","1,735",766,200.69 GB
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"125,362,196","1,487",1,523.80 GB
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,17,0.00 Bytes
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"294,330,391","3,261",443,149.25 GB
05-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"72,019,966",887,585,137.02 GB
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,310,249",42,376,16.65 GB
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"381,577",1,421,625.62 MB
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"124,766,510","1,330",1,253.54 GB
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"116,792,034","1,191",31,133.47 GB
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"2,261",0,1,15.81 MB
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"170,164,090","1,706","1,071",205.50 GB
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"219,930",0,0,984.05 MB
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,21,0.00 Bytes
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"304,368,610","3,623",599,154.42 GB
06-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"84,531,524",981,639,160.64 GB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,592,577",51,307,17.44 GB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"403,962",1,385,662.25 MB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"126,539,325","1,505",1,258.23 GB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"113,800,012","1,326",31,130.01 GB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"1,824",0,2,15.35 MB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"155,777,359","1,882",866,188.69 GB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"123,869,185","1,427",1,515.97 GB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,4,0,25,100.35 KB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"293,562,749","3,274",465,148.91 GB
07-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"74,486,994",907,570,141.71 GB
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,215,693",53,363,15.91 GB
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"353,008",1,428,578.69 MB
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"85,817,181",956,0,170.31 GB
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"88,490,517",947,30,101.57 GB
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,649,0,1,14.13 MB
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"145,566,973","1,669",832,177.51 GB
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"219,213",0,0,983.91 MB
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,53,0.00 Bytes
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"283,531,458","3,290",510,143.83 GB
08-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"69,972,197",843,575,133.19 GB
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"5,129,967",139,383,13.27 GB
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"287,416",0,454,471.15 MB
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"64,051,609",751,0,128.30 GB
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"93,760,148",929,37,107.68 GB
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,649,0,2,14.13 MB
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"145,788,965","1,631",781,177.12 GB
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"82,415,598",941,0,347.92 GB
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,107,0.00 Bytes
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"266,762,304","3,091",393,135.34 GB
09-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"67,447,871",793,527,128.38 GB
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"5,600,039",60,280,15.49 GB
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"440,638",2,343,723.50 MB
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"145,135,179","1,734",1,294.91 GB
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"126,659,579","1,439",29,144.64 GB
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"2,352",0,0,15.91 MB
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"157,477,567","1,814",744,190.56 GB
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"186,202",0,0,829.51 MB
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,24,0.00 Bytes
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"272,141,755","3,173",338,137.96 GB
10-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"70,675,441",933,585,134.32 GB
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,829,706",69,397,17.73 GB
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"383,555",1,431,628.87 MB
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"134,464,023","1,505",0,273.04 GB
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"120,653,486","1,111",29,137.80 GB
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"1,802",0,1,15.33 MB
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"156,864,952","1,813",883,190.99 GB
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"130,535,660","1,442",0,541.46 GB
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,31,0.00 Bytes
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"303,092,130","3,824",509,153.70 GB
11-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"77,535,787",959,612,147.50 GB
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA,"6,423,510",47,333,16.85 GB
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLNP_JRNBRIM_TO_KAFKA_2,"397,416",1,394,651.67 MB
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG2_JRNBRIM1_TO_KAFKA,"140,454,610","1,642",0,283.40 GB
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRNLOG3_JRNBRIM1_TO_KAFKA,"123,740,843","1,280",36,141.38 GB
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRNOTH_JRNBRIM_TO_KAFKA,"1,376",0,1,14.89 MB
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRNRBP_JRNBRIM_TO_KAFKA,"148,468,018","1,608",788,180.97 GB
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRNSP2_JRNBRIM_TO_KAFKA,"198,858",0,0,883.50 MB
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRNTFP_JRNBRIM_TO_KAFKA,0,0,41,0.00 Bytes
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB03_JRNBRIM_TO_KAFKA,"288,650,344","3,591",542,146.40 GB
12-Mar-2025,QLIK-REPLICATE-PROD-1,JRRB04_JRNBRIM_TO_KAFKA,"70,007,530",823,537,133.29 GB
